50.5	214.1048	-0.9984
50.5	216.1067	-0.9973
50.5	218.1116	-0.9974
50.5	220.1112	-0.9976
50.5	221.1645	-0.9981
50.3161	221.1645	-0.9989
48.7225	221.1645	-0.9992
46.4731	221.1645	-0.9986
46.0725	221.1651	-0.9984
44.0761	221.168	-0.9993
42.0823	221.1621	-0.9992
40.0839	221.1535	-0.999
38.082	221.1449	-0.9987
36.0818	221.1417	-0.9988
34.0819	221.1343	-0.9988
32.082	221.1329	-0.9993
30.0855	221.1263	-0.9991
28.0845	221.1178	-0.9988
26.0808	221.1135	-0.9987
24.081	221.1155	-0.9993
22.0886	221.1118	-0.9987
20.0923	221.0961	-0.9995
18.0867	221.0854	-0.9988
16.0843	221.0825	-0.9991
14.0869	221.0769	-0.9991
12.0872	221.07	-0.9994
10.0874	221.0656	-0.9986
8.0879	221.0591	-0.9991
6.0868	221.0541	-0.999
4.0887	221.0505	-0.9989
2.0885	221.0419	-0.9991
0.5158	221.104	-0.9994
-0.6086	220.2352	-0.9994
-0.4315	217.7528	-1.0001
-0.4196	215.7584	-0.9991
-0.4116	213.756	-0.9995
-0.4054	211.7557	-0.9991
-0.3979	209.7566	-0.9994
-0.3901	207.7583	-0.9987
-0.3803	205.7579	-0.9992
-0.3758	203.7581	-0.9986
-0.3681	201.7586	-0.9994
-0.3643	199.7588	-0.9991
-0.3588	197.7613	-0.9996
-0.353	195.763	-0.9996
-0.3475	193.7651	-0.9994
-0.3401	191.7662	-0.9994
-0.3321	189.764	-0.9994
-0.3276	187.7634	-0.9993
-0.3232	185.7638	-0.9986
-0.3161	183.7659	-0.9995
-0.3079	181.7662	-0.9995
-0.3016	179.7649	-0.9994
-0.297	177.7647	-0.9995
-0.2938	175.7663	-0.9991
-0.2865	173.7694	-0.9993
-0.2794	171.7703	-0.999
-0.2738	169.7706	-0.9995
-0.2683	167.7725	-0.9995
-0.2607	165.7731	-0.9995
-0.2558	163.774	-0.9986
-0.2504	161.7762	-0.9994
-0.2434	159.7767	-0.9996
-0.2391	157.7772	-0.9986
-0.2352	155.7785	-0.9997
-0.2284	153.7803	-0.9994
-0.2221	151.7807	-0.9994
-0.2173	149.7803	-0.9988
-0.2128	147.7809	-0.9994
-0.2076	145.7831	-0.9996
-0.1983	143.7828	-0.9992
-0.1956	141.7825	-0.9988
-0.1888	139.7836	-0.9994
-0.1855	137.7849	-0.9997
-0.1782	135.7845	-0.9988
-0.1786	133.7858	-0.9995
-0.17	131.7892	-0.9995
-0.1636	129.7895	-0.9993
-0.1571	127.7892	-0.9994
-0.1516	125.7899	-0.9996
-0.1447	123.7899	-0.9996
-0.1404	121.7913	-0.9991
-0.1325	119.7929	-0.9996
-0.125	117.7926	-0.9988
-0.1202	115.7923	-0.9995
-0.2946	113.0808	-0.9986
-1.6263	111.7362	-0.9984
-2.2776	111.3902	-0.9983
-3.1848	110.6491	-0.9994
-3.1975	109.0075	-0.9997
-0.3716	107.0506	-0.9982
-0.1115	104.7867	-0.9991
-0.1121	104.3496	-0.9992
-0.11	102.3548	-0.9984
-0.1062	100.3524	-0.9994
-0.1124	98.3517	-0.9996
-0.1128	96.3565	-0.999
-0.1136	94.3594	-0.9995
-0.1108	92.3614	-0.9994
-0.1097	90.3616	-0.9994
-0.1081	88.363	-0.9991
-0.1049	86.3634	-0.9994
-0.1033	84.3625	-0.9996
-0.1042	82.3645	-0.999
-0.0998	80.3668	-0.9994
-0.0981	78.3661	-0.9996
-0.097	76.3671	-0.9994
-0.0952	74.3692	-0.9987
-0.0918	72.3701	-0.9995
-0.0897	70.3697	-0.9997
-0.0885	68.3707	-0.9989
-0.0852	66.3722	-0.9994
-0.0824	64.3717	-0.9996
-0.0821	62.3726	-0.9994
-0.0785	60.3741	-0.9994
-0.0762	58.3738	-0.9994
-0.0752	56.3746	-0.9995
-0.073	54.3747	-0.9991
-0.0722	52.3756	-0.9994
-0.0688	50.3759	-0.9993
-0.0678	48.3753	-0.9994
-0.0674	46.3765	-0.9995
-0.0639	44.3771	-0.9993
-0.0637	42.3773	-0.9996
-0.0602	40.3779	-0.9994
-0.06	38.3777	-0.9994
-0.0579	36.3788	-0.9987
-0.0566	34.3786	-0.9995
-0.0562	32.3809	-0.9992
-0.05	30.3809	-0.9995
-0.0518	28.3806	-0.9996
-0.0463	26.3811	-0.9995
-0.0469	24.3785	-0.9996
-0.048	22.3805	-0.999
-0.0454	20.3833	-0.9994
-0.0418	18.3833	-0.9994
-0.0409	16.3834	-0.9995
-0.0388	14.3841	-0.9996
-0.0377	12.3842	-0.9994
-0.0368	10.3851	-0.9995
-0.0335	8.3843	-0.9994
-0.0345	6.195	-0.9981
