-0.0388	-4.0056	-0.9988
-0.0378	-3.8113	-0.9985
-0.0385	-1.8506	-0.9986
-0.0535	-0.4339	-0.9991
0.2641	0.0756	-0.9998
2.4238	-0.0084	-0.998
4.3722	-0.0071	-0.9981
6.3723	-0.0117	-0.9986
8.3724	-0.008	-0.9982
10.3701	-0.0104	-0.9995
12.3718	-0.0123	-0.9984
14.3707	-0.007	-0.998
16.367	-0.0093	-0.9992
18.3689	-0.0108	-0.9983
20.3678	-0.0085	-0.9983
22.3666	-0.0116	-0.9988
24.3678	-0.008	-0.9983
26.3654	-0.007	-0.9988
28.3645	-0.0107	-0.9984
30.3655	-0.007	-0.9994
32.3634	-0.0059	-0.9984
34.364	-0.0026	-0.9984
36.3617	-0.0009	-0.9995
38.3592	-0.004	-0.9986
40.3595	-0.0033	-0.9982
42.3618	-0.0022	-0.9994
44.3601	0.006	-0.9984
46.3555	0.0076	-0.9984
48.5954	0.0219	-0.9995
50.5	0	-0.9995
50.5	-4.7601	-0.9979
50.5	-6.7154	-0.9969
50.5	-8.7141	-0.9968
50.5	-10.7133	-0.9969
50.5	-12.7137	-0.9976
50.5	-14.7137	-0.9969
50.5	-16.7142	-0.9972
50.5	-18.7157	-0.997
50.5	-20.7158	-0.997
50.5	-22.716	-0.9968
50.5	-24.7172	-0.9972
50.5	-26.7173	-0.9972
50.5	-28.7195	-0.997
50.5	-30.7195	-0.9976
50.5	-32.7197	-0.9972
50.5	-34.7213	-0.9969
50.5	-36.7203	-0.997
50.5	-38.7214	-0.997
50.5	-40.7224	-0.9968
50.5	-42.7222	-0.9972
50.5	-44.7228	-0.9972
50.5	-46.7226	-0.9971
50.5	-48.7232	-0.9972
50.5	-50.7249	-0.997
50.5	-52.7255	-0.9969
50.5	-54.7248	-0.9968
50.5	-56.7256	-0.9969
50.5	-58.726	-0.9968
50.5	-60.726	-0.997
50.5	-62.7277	-0.9973
50.5	-64.7292	-0.9969
50.5	-66.7281	-0.9972
50.5	-68.7304	-0.9972
50.5	-70.7326	-0.9968
50.5	-72.73	-0.997
50.5	-74.7318	-0.9968
50.5	-76.7322	-0.9971
50.5	-78.7318	-0.9975
50.5	-80.7353	-0.9967
50.5	-82.7338	-0.9968
50.5	-84.7328	-0.9971
